lot_id,alarm_id,sensor_value,sigma_deviation
LOT_0720,SPC_ATTR_162,19740.0,3.6972
LOT_0720,SPC_ATTR_297,9011.0313,3.6108
LOT_0721,SPC_ATTR_030,0.6667,-4.1584
LOT_0721,SPC_ATTR_031,0.0469,-4.1664
LOT_0722,SPC_ATTR_020,10.7151,-8.1019
LOT_0722,SPC_ATTR_156,12.61,10.7827
LOT_0722,SPC_ATTR_291,4.4203,15.8564
LOT_0722,SPC_ATTR_429,117.6844,10.6712
LOT_0726,SPC_ATTR_550,2.896,3.3159
LOT_0726,SPC_ATTR_553,1.3485,3.8801
LOT_0727,SPC_ATTR_082,-0.0723,-3.0049
LOT_0729,SPC_ATTR_025,9841.0,3.4932
LOT_0729,SPC_ATTR_574,1.138,3.1889
LOT_0729,SPC_ATTR_576,0.3883,4.183
LOT_0730,SPC_ATTR_469,943.8219,3.1185
LOT_0731,SPC_ATTR_561,0.2529,3.4987
LOT_0733,SPC_ATTR_239,0.0244,11.5483
LOT_0733,SPC_ATTR_240,0.012,5.1527
LOT_0733,SPC_ATTR_255,0.0451,3.4118
LOT_0733,SPC_ATTR_377,0.0082,12.3577
LOT_0733,SPC_ATTR_378,0.0039,4.9872
LOT_0733,SPC_ATTR_511,200.823,3.8486
LOT_0733,SPC_ATTR_527,4.6481,3.3436
LOT_0734,SPC_ATTR_010,0.0468,3.1517
LOT_0735,SPC_ATTR_020,10.7151,-8.1019
LOT_0735,SPC_ATTR_156,12.61,10.7827
LOT_0735,SPC_ATTR_291,4.4203,15.8564
LOT_0735,SPC_ATTR_429,117.6844,10.6712
LOT_0737,SPC_ATTR_302,2.0335,3.3838
LOT_0739,SPC_ATTR_030,1.0333,-3.2614
LOT_0739,SPC_ATTR_031,0.0777,-3.2315
LOT_0739,SPC_ATTR_151,16.737,3.0608
LOT_0739,SPC_ATTR_286,6.7462,4.8045
LOT_0739,SPC_ATTR_477,70.0774,3.3431
LOT_0739,SPC_ATTR_481,187.1205,3.121
LOT_0740,SPC_ATTR_486,945.9318,3.4058
LOT_0741,SPC_ATTR_240,0.0098,3.626
LOT_0747,SPC_ATTR_094,-0.01,-3.1425
LOT_0747,SPC_ATTR_107,0.01,3.166
LOT_0748,SPC_ATTR_550,5.1232,6.6236
LOT_0748,SPC_ATTR_553,2.1329,6.7198
LOT_0748,SPC_ATTR_556,232.6458,4.9677
LOT_0749,SPC_ATTR_484,811.2676,3.1354
LOT_0751,SPC_ATTR_044,374.9509,3.1135
LOT_0751,SPC_ATTR_045,11.053,5.8378
LOT_0751,SPC_ATTR_046,110.3945,-3.3568
LOT_0751,SPC_ATTR_049,154.94,3.3083
LOT_0751,SPC_ATTR_057,0.9001,-4.2234
LOT_0751,SPC_ATTR_062,11.3067,3.2144
LOT_0751,SPC_ATTR_094,-0.0143,-4.5711
LOT_0751,SPC_ATTR_107,0.0143,4.6051
LOT_0751,SPC_ATTR_286,5.094,3.0887
LOT_0752,SPC_ATTR_162,18313.0,3.3605
LOT_0752,SPC_ATTR_297,8268.0617,3.2347
LOT_0754,SPC_ATTR_484,813.5922,3.1474
LOT_0754,SPC_ATTR_574,1.138,3.1889
LOT_0754,SPC_ATTR_576,0.3883,4.183
LOT_0757,SPC_ATTR_024,925.3333,3.4283
LOT_0757,SPC_ATTR_084,5.8257,-3.1503
LOT_0757,SPC_ATTR_297,8484.4372,3.3442
LOT_0757,SPC_ATTR_491,107.2495,3.0969
LOT_0760,SPC_ATTR_096,-0.0003,-3.4615
LOT_0760,SPC_ATTR_181,29.08,3.0398
LOT_0760,SPC_ATTR_183,53.98,10.3744
LOT_0760,SPC_ATTR_184,62.274,5.2095
LOT_0760,SPC_ATTR_185,0.6874,4.9237
LOT_0760,SPC_ATTR_202,24.06,3.1777
LOT_0760,SPC_ATTR_319,15.1835,9.8647
LOT_0760,SPC_ATTR_320,16.9271,4.1353
LOT_0760,SPC_ATTR_321,0.1945,4.7482
LOT_0760,SPC_ATTR_453,8.3607,3.2788
LOT_0760,SPC_ATTR_455,37.617,9.7178
LOT_0760,SPC_ATTR_456,8.4895,5.1716
LOT_0760,SPC_ATTR_457,65.1651,6.5026
LOT_0760,SPC_ATTR_461,83.6569,4.0839
LOT_0760,SPC_ATTR_475,131.6493,3.7873
LOT_0763,SPC_ATTR_025,8981.0,3.1969
LOT_0763,SPC_ATTR_031,0.0777,-3.2315
LOT_0764,SPC_ATTR_094,-0.014,-4.4714
LOT_0764,SPC_ATTR_107,0.014,4.5047
LOT_0764,SPC_ATTR_139,96.1001,3.1183
LOT_0764,SPC_ATTR_144,0.0083,3.2223
LOT_0764,SPC_ATTR_274,36.4941,4.2587
LOT_0764,SPC_ATTR_279,0.0025,4.0676
LOT_0764,SPC_ATTR_412,4.4792,3.3784
LOT_0764,SPC_ATTR_417,6.7512,3.2323
LOT_0765,SPC_ATTR_072,231.4128,4.015
LOT_0766,SPC_ATTR_181,31.71,3.834
LOT_0766,SPC_ATTR_219,7.9262,3.5497
LOT_0766,SPC_ATTR_453,8.8378,3.7979
LOT_0766,SPC_ATTR_491,120.572,3.8351
LOT_0767,SPC_ATTR_124,15.49,-3.1359
LOT_0768,SPC_ATTR_030,1.0333,-3.2614
LOT_0768,SPC_ATTR_078,0.0893,3.0713
LOT_0768,SPC_ATTR_094,-0.0149,-4.7704
LOT_0768,SPC_ATTR_107,0.0148,4.7724
LOT_0768,SPC_ATTR_124,15.49,-3.1359
LOT_0768,SPC_ATTR_167,9.3,5.8148
LOT_0768,SPC_ATTR_168,8.8,11.9542
LOT_0768,SPC_ATTR_169,0.544,8.808
LOT_0768,SPC_ATTR_302,2.8487,5.8393
LOT_0768,SPC_ATTR_303,2.6524,11.3868
LOT_0768,SPC_ATTR_304,0.1582,8.1218
LOT_0768,SPC_ATTR_424,210.1032,4.063
LOT_0768,SPC_ATTR_438,13.0171,5.5858
LOT_0768,SPC_ATTR_439,851.6129,23.3643
LOT_0768,SPC_ATTR_440,549.4949,12.4778
LOT_0768,SPC_ATTR_559,1.2601,3.1611
LOT_0769,SPC_ATTR_161,2411.0,3.2283
LOT_0769,SPC_ATTR_296,1164.8867,3.2162
LOT_0769,SPC_ATTR_486,930.504,3.3353
LOT_0770,SPC_ATTR_024,645.75,3.2257
LOT_0770,SPC_ATTR_161,3421.0,4.9854
LOT_0770,SPC_ATTR_162,20802.0,3.9477
LOT_0770,SPC_ATTR_296,1573.0821,4.6559
LOT_0770,SPC_ATTR_297,9780.745,4.0005
LOT_0770,SPC_ATTR_511,206.2222,3.9918
LOT_0771,SPC_ATTR_162,21304.0,4.0661
LOT_0771,SPC_ATTR_213,0.1551,3.2829
LOT_0771,SPC_ATTR_297,8730.611,3.4689
LOT_0771,SPC_ATTR_351,0.0726,3.4481
LOT_0772,SPC_ATTR_225,0.2822,3.1292
LOT_0772,SPC_ATTR_363,0.0835,3.0085
LOT_0772,SPC_ATTR_497,127.6778,3.9726
LOT_0774,SPC_ATTR_413,90.6947,3.2467
LOT_0774,SPC_ATTR_424,196.135,3.6345
LOT_0775,SPC_ATTR_121,5.8415,-3.7759
LOT_0776,SPC_ATTR_424,193.2378,3.5457
LOT_0777,SPC_ATTR_413,90.6947,3.2467
LOT_0778,SPC_ATTR_469,966.1049,3.2151
LOT_0778,SPC_ATTR_490,980.6452,3.1067
LOT_0779,SPC_ATTR_121,5.7564,-4.4605
LOT_0780,SPC_ATTR_424,218.8146,4.3303
LOT_0781,SPC_ATTR_127,3.811,4.183
LOT_0781,SPC_ATTR_162,37943.0,7.9911
LOT_0781,SPC_ATTR_297,15559.9525,6.9266
LOT_0781,SPC_ATTR_424,204.6813,3.8967
LOT_0782,SPC_ATTR_433,838.0066,5.8534
LOT_0785,SPC_ATTR_121,5.8468,-3.7333
LOT_0787,SPC_ATTR_094,-0.0105,-3.3086
LOT_0787,SPC_ATTR_107,0.0105,3.3333
LOT_0787,SPC_ATTR_127,3.811,4.183
LOT_0787,SPC_ATTR_486,990.303,3.6087
LOT_0788,SPC_ATTR_127,3.811,4.183
LOT_0788,SPC_ATTR_424,223.8064,4.4834
LOT_0789,SPC_ATTR_083,0.1195,3.1448
LOT_0789,SPC_ATTR_408,2.4282,3.2799
LOT_0789,SPC_ATTR_544,0.0141,3.6695
LOT_0789,SPC_ATTR_546,12.9314,4.044
LOT_0790,SPC_ATTR_083,0.1154,3.0311
LOT_0790,SPC_ATTR_087,2.2802,-3.2592
LOT_0790,SPC_ATTR_408,2.4282,3.2799
LOT_0791,SPC_ATTR_023,3613.75,3.0943
LOT_0791,SPC_ATTR_161,3521.0,5.1594
LOT_0791,SPC_ATTR_296,1681.1178,5.0369
LOT_0791,SPC_ATTR_392,0.0334,3.331
LOT_0792,SPC_ATTR_025,-13232.5,-4.4558
LOT_0792,SPC_ATTR_127,3.811,4.183
LOT_0792,SPC_ATTR_386,0.056,3.1027
LOT_0793,SPC_ATTR_408,2.4282,3.2799
LOT_0794,SPC_ATTR_127,3.811,4.183
LOT_0794,SPC_ATTR_424,196.3084,3.6399
LOT_0795,SPC_ATTR_413,90.6947,3.2467
LOT_0795,SPC_ATTR_424,202.5139,3.8302
LOT_0796,SPC_ATTR_474,121.5488,3.6568
LOT_0797,SPC_ATTR_114,0.9066,-3.1999
LOT_0797,SPC_ATTR_408,2.4282,3.2799
LOT_0797,SPC_ATTR_469,946.6191,3.1306
LOT_0798,SPC_ATTR_202,23.55,3.0778
LOT_0798,SPC_ATTR_434,890.3646,3.0333
LOT_0798,SPC_ATTR_474,128.7397,3.977
LOT_0799,SPC_ATTR_286,5.0775,3.0716
LOT_0799,SPC_ATTR_474,123.8076,3.7574
LOT_0800,SPC_ATTR_136,330.0,3.6848
LOT_0800,SPC_ATTR_409,14.6802,3.6225
LOT_0801,SPC_ATTR_022,-1263.5,6.9476
LOT_0801,SPC_ATTR_023,820.0,-6.36
LOT_0801,SPC_ATTR_026,0.2122,-5.5836
LOT_0801,SPC_ATTR_027,0.4138,-8.046
LOT_0801,SPC_ATTR_028,0.2498,-5.1347
LOT_0801,SPC_ATTR_160,5054.0,4.2433
LOT_0801,SPC_ATTR_161,3280.0,4.7401
LOT_0801,SPC_ATTR_164,0.849,5.8103
LOT_0801,SPC_ATTR_165,1.655,6.2963
LOT_0801,SPC_ATTR_295,2527.0,4.4548
LOT_0801,SPC_ATTR_296,1640.0,4.8919
LOT_0801,SPC_ATTR_299,0.4245,5.6161
LOT_0801,SPC_ATTR_300,0.8275,5.8646
LOT_0801,SPC_ATTR_431,400.0,10.5817
LOT_0801,SPC_ATTR_432,400.0,10.3761
LOT_0801,SPC_ATTR_435,400.0,11.2952
LOT_0801,SPC_ATTR_436,400.0,11.3655
LOT_0801,SPC_ATTR_437,400.0,11.3574
LOT_0803,SPC_ATTR_083,0.1183,3.1115
LOT_0804,SPC_ATTR_083,0.1216,3.203
LOT_0804,SPC_ATTR_559,1.5079,6.116
LOT_0806,SPC_ATTR_386,0.0549,3.0261
LOT_0806,SPC_ATTR_424,187.1087,3.3576
LOT_0807,SPC_ATTR_072,225.5875,3.831
LOT_0807,SPC_ATTR_424,178.7205,3.1003
LOT_0808,SPC_ATTR_484,869.5652,3.4377
LOT_0809,SPC_ATTR_083,0.1437,3.8156
LOT_0810,SPC_ATTR_083,0.1329,3.5162
LOT_0811,SPC_ATTR_474,106.8144,3.0007
LOT_0813,SPC_ATTR_140,1738.4641,5.0197
LOT_0813,SPC_ATTR_213,0.2234,5.4458
LOT_0813,SPC_ATTR_248,0.4793,6.3685
LOT_0813,SPC_ATTR_275,539.0096,4.7042
LOT_0813,SPC_ATTR_351,0.0952,5.0257
LOT_0813,SPC_ATTR_386,0.1193,7.5089
LOT_0813,SPC_ATTR_520,107.0314,6.0263
LOT_0814,SPC_ATTR_002,2846.44,4.3602
LOT_0814,SPC_ATTR_212,0.1541,3.893
LOT_0814,SPC_ATTR_220,0.009,3.4909
LOT_0814,SPC_ATTR_350,0.066,3.8431
LOT_0814,SPC_ATTR_358,0.0031,4.1936
LOT_0814,SPC_ATTR_424,184.1857,3.268
LOT_0814,SPC_ATTR_492,6.3643,3.2032
LOT_0816,SPC_ATTR_090,0.5987,7.8284
LOT_0816,SPC_ATTR_217,0.1619,3.0436
LOT_0816,SPC_ATTR_225,0.4888,6.0304
LOT_0816,SPC_ATTR_355,0.0818,3.0517
LOT_0816,SPC_ATTR_363,0.1527,6.2057
LOT_0817,SPC_ATTR_140,1738.4641,5.0197
LOT_0817,SPC_ATTR_275,539.0096,4.7042
LOT_0818,SPC_ATTR_082,0.0584,4.6738
LOT_0818,SPC_ATTR_140,1596.1949,4.4794
LOT_0818,SPC_ATTR_213,0.1616,3.4888
LOT_0818,SPC_ATTR_217,0.2828,7.7362
LOT_0818,SPC_ATTR_275,458.5061,3.7638
LOT_0818,SPC_ATTR_351,0.0707,3.3155
LOT_0818,SPC_ATTR_355,0.1344,7.0768
LOT_0818,SPC_ATTR_413,128.2816,5.2879
LOT_0819,SPC_ATTR_083,0.115,3.02
LOT_0819,SPC_ATTR_275,404.5439,3.1335
LOT_0819,SPC_ATTR_469,964.5691,3.2084
LOT_0820,SPC_ATTR_213,0.155,3.2798
LOT_0820,SPC_ATTR_351,0.0703,3.2876
LOT_0821,SPC_ATTR_140,1738.4641,5.0197
LOT_0821,SPC_ATTR_275,539.0096,4.7042
LOT_0822,SPC_ATTR_163,36871.0,4.8941
LOT_0822,SPC_ATTR_298,16829.9741,4.4895
LOT_0823,SPC_ATTR_121,5.9072,-3.2474
LOT_0823,SPC_ATTR_484,844.8,3.3092
LOT_0825,SPC_ATTR_174,0.2538,-3.3676
LOT_0825,SPC_ATTR_309,0.0913,-3.7839
LOT_0825,SPC_ATTR_445,0.394,-3.2217
LOT_0825,SPC_ATTR_486,963.2,3.4848
LOT_0826,SPC_ATTR_121,5.7207,-4.7477
LOT_0826,SPC_ATTR_151,17.899,3.4193
LOT_0826,SPC_ATTR_161,3892.0,5.8048
LOT_0826,SPC_ATTR_296,1901.6942,5.8149
LOT_0827,SPC_ATTR_094,-0.0106,-3.3419
LOT_0827,SPC_ATTR_107,0.0106,3.3668
LOT_0827,SPC_ATTR_424,180.7213,3.1617
LOT_0828,SPC_ATTR_140,1215.093,3.032
LOT_0828,SPC_ATTR_275,396.9184,3.0444
LOT_0828,SPC_ATTR_413,102.2579,3.8747
LOT_0829,SPC_ATTR_172,0.3382,3.5886
LOT_0829,SPC_ATTR_240,0.011,4.4587
LOT_0829,SPC_ATTR_307,0.1402,3.6054
LOT_0829,SPC_ATTR_378,0.0034,3.9165
LOT_0829,SPC_ATTR_443,3.3832,3.0916
LOT_0830,SPC_ATTR_144,0.0119,6.0304
LOT_0830,SPC_ATTR_279,0.0034,6.7147
LOT_0830,SPC_ATTR_417,9.5826,5.9668
LOT_0830,SPC_ATTR_424,194.763,3.5924
LOT_0831,SPC_ATTR_025,10126.6667,3.5916
LOT_0831,SPC_ATTR_439,185.7143,3.8411
LOT_0833,SPC_ATTR_030,0.8778,-3.6418
LOT_0833,SPC_ATTR_031,0.0341,-4.555
LOT_0833,SPC_ATTR_072,227.2577,3.8838
LOT_0833,SPC_ATTR_303,1.1222,3.6395
LOT_0833,SPC_ATTR_439,353.1646,8.7505
LOT_0833,SPC_ATTR_440,647.8827,15.0416
LOT_0834,SPC_ATTR_025,9022.0,3.211
LOT_0834,SPC_ATTR_083,0.1173,3.0838
LOT_0835,SPC_ATTR_185,0.5184,3.3901
LOT_0835,SPC_ATTR_321,0.1513,3.3933
LOT_0835,SPC_ATTR_424,212.007,4.1214
LOT_0835,SPC_ATTR_457,41.415,3.5798
LOT_0835,SPC_ATTR_461,72.885,3.2761
LOT_0836,SPC_ATTR_163,27784.0,3.5075
LOT_0836,SPC_ATTR_279,0.0023,3.4794
LOT_0836,SPC_ATTR_298,12175.7307,3.0471
LOT_0837,SPC_ATTR_240,0.0094,3.3484
LOT_0838,SPC_ATTR_025,9092.75,3.2354
LOT_0838,SPC_ATTR_072,222.1145,3.7213
LOT_0840,SPC_ATTR_072,227.2456,3.8834
LOT_0840,SPC_ATTR_144,0.0084,3.3003
LOT_0840,SPC_ATTR_279,0.0024,3.7735
LOT_0840,SPC_ATTR_417,6.8199,3.2987
LOT_0842,SPC_ATTR_072,238.4775,4.2382
LOT_0842,SPC_ATTR_087,2.2663,-3.6315
LOT_0842,SPC_ATTR_174,0.2538,-3.3676
LOT_0842,SPC_ATTR_309,0.0913,-3.7839
LOT_0842,SPC_ATTR_445,0.394,-3.2217
LOT_0843,SPC_ATTR_357,2.5951,3.3508
LOT_0844,SPC_ATTR_174,0.2538,-3.3676
LOT_0844,SPC_ATTR_309,0.0913,-3.7839
LOT_0844,SPC_ATTR_445,0.394,-3.2217
LOT_0846,SPC_ATTR_136,330.0,3.6848
LOT_0846,SPC_ATTR_225,0.3712,4.379
LOT_0846,SPC_ATTR_363,0.113,4.3715
LOT_0846,SPC_ATTR_409,14.6802,3.6225
LOT_0846,SPC_ATTR_474,108.1185,3.0588
LOT_0846,SPC_ATTR_497,159.2026,5.253
LOT_0847,SPC_ATTR_484,923.2877,3.7162
LOT_0851,SPC_ATTR_163,36664.0,4.8625
LOT_0851,SPC_ATTR_298,15027.2126,3.9308
LOT_0851,SPC_ATTR_461,72.0924,3.2167
LOT_0853,SPC_ATTR_072,224.1387,3.7852
LOT_0853,SPC_ATTR_140,1215.093,3.032
LOT_0853,SPC_ATTR_174,0.2538,-3.3676
LOT_0853,SPC_ATTR_275,396.9184,3.0444
LOT_0853,SPC_ATTR_309,0.0913,-3.7839
LOT_0853,SPC_ATTR_413,102.2579,3.8747
LOT_0853,SPC_ATTR_434,895.5665,3.0563
LOT_0853,SPC_ATTR_445,0.394,-3.2217
LOT_0853,SPC_ATTR_581,0.015,3.0822
LOT_0853,SPC_ATTR_589,0.015,3.3893
LOT_0854,SPC_ATTR_226,2523.4995,3.4223
LOT_0854,SPC_ATTR_498,29.064,3.4788
LOT_0855,SPC_ATTR_121,5.7288,-4.6826
LOT_0857,SPC_ATTR_033,103.1082,8.769
LOT_0857,SPC_ATTR_034,23.1583,10.5604
LOT_0857,SPC_ATTR_035,57.7421,6.0539
LOT_0857,SPC_ATTR_036,74.8511,3.9986
LOT_0857,SPC_ATTR_037,42.2579,-6.0539
LOT_0857,SPC_ATTR_038,67.199,3.2147
LOT_0857,SPC_ATTR_040,127.3944,4.8222
LOT_0857,SPC_ATTR_095,-0.0013,-7.3046
LOT_0857,SPC_ATTR_096,0.0009,8.0769
LOT_0857,SPC_ATTR_097,1.3082,5.8798
LOT_0857,SPC_ATTR_101,-0.003,-8.368
LOT_0857,SPC_ATTR_104,-0.0329,-7.5403
LOT_0857,SPC_ATTR_228,0.1012,7.6306
LOT_0857,SPC_ATTR_229,0.0997,7.6181
LOT_0857,SPC_ATTR_352,0.103,3.0703
LOT_0857,SPC_ATTR_366,0.0272,8.2835
LOT_0857,SPC_ATTR_367,0.0253,8.6003
LOT_0857,SPC_ATTR_368,0.0275,8.791
LOT_0857,SPC_ATTR_369,0.0271,11.3564
LOT_0858,SPC_ATTR_152,403.738,12.5696
LOT_0858,SPC_ATTR_225,0.3464,4.0307
LOT_0858,SPC_ATTR_287,120.4848,11.9036
LOT_0858,SPC_ATTR_363,0.1048,3.9927
LOT_0858,SPC_ATTR_425,93.2654,14.2205
LOT_0858,SPC_ATTR_497,150.4593,4.8979
LOT_0858,SPC_ATTR_559,1.493,5.9384
LOT_0859,SPC_ATTR_475,113.124,3.041
LOT_0860,SPC_ATTR_140,1596.1949,4.4794
LOT_0860,SPC_ATTR_275,458.5061,3.7638
LOT_0860,SPC_ATTR_413,128.2816,5.2879
LOT_0860,SPC_ATTR_475,126.7858,3.5914
LOT_0862,SPC_ATTR_094,-0.0148,-4.7372
LOT_0862,SPC_ATTR_107,0.0148,4.7724
LOT_0862,SPC_ATTR_163,27513.0,3.4662
LOT_0862,SPC_ATTR_413,90.6947,3.2467
LOT_0862,SPC_ATTR_455,17.0976,3.0114
LOT_0862,SPC_ATTR_474,123.8981,3.7614
LOT_0863,SPC_ATTR_116,584.1758,-3.3342
LOT_0863,SPC_ATTR_474,121.5706,3.6578
LOT_0863,SPC_ATTR_475,122.2429,3.4084
LOT_0865,SPC_ATTR_024,398.0,3.0462
LOT_0865,SPC_ATTR_275,404.5439,3.1335
LOT_0866,SPC_ATTR_434,993.0314,3.488
LOT_0867,SPC_ATTR_072,223.4975,3.765
LOT_0868,SPC_ATTR_024,1401.5,3.7733
LOT_0868,SPC_ATTR_162,19497.0,3.6398
LOT_0868,SPC_ATTR_297,9439.7064,3.8279
LOT_0868,SPC_ATTR_298,17017.2318,4.5475
LOT_0868,SPC_ATTR_484,983.691,4.0294
LOT_0868,SPC_ATTR_547,3.231,5.6324
LOT_0868,SPC_ATTR_550,6.3371,8.4263
LOT_0868,SPC_ATTR_553,2.4737,7.9535
LOT_0868,SPC_ATTR_556,196.1328,3.9306
LOT_0869,SPC_ATTR_240,0.0089,3.0014
LOT_0869,SPC_ATTR_566,0.4127,3.2924
LOT_0869,SPC_ATTR_570,54.4407,3.2627
LOT_0870,SPC_ATTR_218,0.293,4.7829
LOT_0870,SPC_ATTR_356,0.125,4.0551
LOT_0871,SPC_ATTR_544,0.0141,3.6695
LOT_0871,SPC_ATTR_546,12.9314,4.044
LOT_0872,SPC_ATTR_082,0.0351,3.3049
LOT_0872,SPC_ATTR_185,0.5828,3.9745
LOT_0872,SPC_ATTR_321,0.1581,3.6066
LOT_0872,SPC_ATTR_386,0.0565,3.1375
LOT_0872,SPC_ATTR_457,45.7491,4.1132
LOT_0872,SPC_ATTR_461,76.8379,3.5725
LOT_0873,SPC_ATTR_121,5.1259,-9.5328
LOT_0873,SPC_ATTR_239,0.0099,3.0088
LOT_0873,SPC_ATTR_484,886.0987,3.5234
LOT_0875,SPC_ATTR_093,-0.0105,-3.4067
LOT_0875,SPC_ATTR_106,0.0107,3.4972
LOT_0875,SPC_ATTR_239,0.0155,6.3068
LOT_0875,SPC_ATTR_377,0.0049,6.1779
LOT_0875,SPC_ATTR_461,71.182,3.1484
LOT_0875,SPC_ATTR_566,0.5186,4.5979
LOT_0875,SPC_ATTR_568,0.1934,4.0693
LOT_0875,SPC_ATTR_570,63.4868,4.1484
LOT_0876,SPC_ATTR_024,1094.0,3.5505
LOT_0876,SPC_ATTR_162,20032.0,3.766
LOT_0876,SPC_ATTR_297,9739.8061,3.9798
LOT_0877,SPC_ATTR_090,0.605,7.9487
LOT_0877,SPC_ATTR_225,0.5035,6.2368
LOT_0877,SPC_ATTR_363,0.1863,7.7581
LOT_0878,SPC_ATTR_484,905.8065,3.6256
LOT_0879,SPC_ATTR_087,2.2735,-3.4387
LOT_0879,SPC_ATTR_095,-0.002,-11.3276
LOT_0879,SPC_ATTR_097,2.5093,11.3498
LOT_0879,SPC_ATTR_099,-5.2717,-12.3002
LOT_0879,SPC_ATTR_102,-0.0024,-10.8281
LOT_0879,SPC_ATTR_108,0.2934,3.3743
LOT_0879,SPC_ATTR_228,0.0725,4.9623
LOT_0879,SPC_ATTR_229,0.2133,18.1904
LOT_0879,SPC_ATTR_366,0.0197,5.4597
LOT_0879,SPC_ATTR_367,0.0392,14.4358
LOT_0879,SPC_ATTR_368,0.0357,11.8292
LOT_0879,SPC_ATTR_369,0.0334,14.3465
LOT_0879,SPC_ATTR_548,387.356,-3.1972
LOT_0880,SPC_ATTR_024,605.25,3.1964
LOT_0880,SPC_ATTR_025,8777.0,3.1266
LOT_0880,SPC_ATTR_113,0.0,-9.3491
LOT_0880,SPC_ATTR_136,330.0,3.6848
LOT_0880,SPC_ATTR_409,14.6802,3.6225
LOT_0881,SPC_ATTR_163,34717.0,4.5654
LOT_0881,SPC_ATTR_211,0.2357,3.4906
LOT_0881,SPC_ATTR_215,0.3861,5.364
LOT_0881,SPC_ATTR_298,18520.4683,5.0133
LOT_0881,SPC_ATTR_349,0.0638,3.2957
LOT_0881,SPC_ATTR_353,0.0913,5.1641
LOT_0882,SPC_ATTR_218,0.3245,5.4635
LOT_0882,SPC_ATTR_356,0.1553,5.4134
LOT_0883,SPC_ATTR_113,0.0,-9.3491
LOT_0884,SPC_ATTR_083,0.1246,3.2862
LOT_0885,SPC_ATTR_083,0.1235,3.2557
LOT_0886,SPC_ATTR_123,6.889,3.3078
LOT_0886,SPC_ATTR_127,3.991,4.8932
LOT_0886,SPC_ATTR_128,1.175,3.8884
LOT_0888,SPC_ATTR_094,-0.011,-3.4748
LOT_0888,SPC_ATTR_107,0.011,3.5007
LOT_0888,SPC_ATTR_123,6.889,3.3078
LOT_0888,SPC_ATTR_127,3.991,4.8932
LOT_0888,SPC_ATTR_128,1.175,3.8884
LOT_0889,SPC_ATTR_123,6.889,3.3078
LOT_0889,SPC_ATTR_127,3.991,4.8932
LOT_0889,SPC_ATTR_128,1.175,3.8884
LOT_0889,SPC_ATTR_162,16819.0,3.0081
LOT_0889,SPC_ATTR_163,25128.0,3.1023
LOT_0889,SPC_ATTR_364,770.3076,3.1483
LOT_0890,SPC_ATTR_573,438.87,4.7555
LOT_0890,SPC_ATTR_574,2.1967,7.4496
LOT_0890,SPC_ATTR_575,131.4529,4.5427
LOT_0890,SPC_ATTR_576,0.5502,6.5712
LOT_0890,SPC_ATTR_577,86.9192,4.8079
LOT_0890,SPC_ATTR_578,96.9601,6.433
LOT_0891,SPC_ATTR_108,-0.3714,-4.2256
LOT_0891,SPC_ATTR_163,24861.0,3.0615
LOT_0891,SPC_ATTR_228,0.052,3.0564
LOT_0891,SPC_ATTR_298,13200.2769,3.3646
LOT_0891,SPC_ATTR_484,792.2581,3.0368
LOT_0892,SPC_ATTR_003,2315.2667,3.8871
LOT_0892,SPC_ATTR_038,67.1943,3.1993
LOT_0892,SPC_ATTR_139,101.8,3.58
LOT_0892,SPC_ATTR_274,32.6521,3.2557
LOT_0892,SPC_ATTR_412,4.3969,3.2292
LOT_0893,SPC_ATTR_220,0.0107,4.5237
LOT_0893,SPC_ATTR_358,0.003,3.994
LOT_0893,SPC_ATTR_492,8.0133,4.5501
LOT_0894,SPC_ATTR_185,0.523,3.4319
LOT_0894,SPC_ATTR_321,0.1546,3.4968
LOT_0894,SPC_ATTR_457,43.4875,3.8349
LOT_0894,SPC_ATTR_461,72.8696,3.275
LOT_0894,SPC_ATTR_497,124.9075,3.8601
LOT_0894,SPC_ATTR_568,0.1856,3.8312
LOT_0897,SPC_ATTR_025,9055.5,3.2226
LOT_0898,SPC_ATTR_025,-11705.333,-3.9297
LOT_0898,SPC_ATTR_123,6.889,3.3078
LOT_0898,SPC_ATTR_127,3.991,4.8932
LOT_0898,SPC_ATTR_128,1.175,3.8884
LOT_0898,SPC_ATTR_162,17359.0,3.1355
LOT_0898,SPC_ATTR_297,8740.095,3.4737
LOT_0898,SPC_ATTR_433,579.277,3.8031
LOT_0898,SPC_ATTR_461,72.0207,3.2113
LOT_0899,SPC_ATTR_072,213.9842,3.4644
LOT_0899,SPC_ATTR_123,6.889,3.3078
LOT_0899,SPC_ATTR_127,3.991,4.8932
LOT_0899,SPC_ATTR_128,1.175,3.8884
LOT_0899,SPC_ATTR_294,770.1485,3.1563
LOT_0899,SPC_ATTR_364,777.9733,3.2035
LOT_0899,SPC_ATTR_484,986.4253,4.0436
LOT_0902,SPC_ATTR_096,-0.0005,-5.3846
LOT_0902,SPC_ATTR_108,0.3211,3.691
LOT_0902,SPC_ATTR_228,0.0842,6.0501
LOT_0902,SPC_ATTR_366,0.0189,5.1585
LOT_0902,SPC_ATTR_368,0.0134,3.5669
LOT_0903,SPC_ATTR_025,-9440.0,-3.1493
LOT_0904,SPC_ATTR_094,-0.0108,-3.4083
LOT_0904,SPC_ATTR_107,0.0108,3.4337
